,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2000-09-30 23:59:59.999999999,0.6666833315999999,-20.87356003963623,16.825311351624006,0.6666833315999999,0.6666833315999999,-2.7466704433763045,-2.7466704433763045,-2.7466704433763045,-2.7466704433763045,-2.7466704433763045,-2.7466704433763045,0.0,0.0,0.0,-2.0799871117763047
1,2001-03-31 23:59:59.999999999,1.275476190014992,-15.600062390566185,22.0137752928031,1.275476190014992,1.275476190014992,1.6656072924343421,1.6656072924343421,1.6656072924343421,1.6656072924343421,1.6656072924343421,1.6656072924343421,0.0,0.0,0.0,2.941083482449334
2,2003-09-30 23:59:59.999999999,4.329475527856331,-19.188259544794693,21.201193855343043,4.329475527856331,4.329475527856331,-3.114330935548079,-3.114330935548079,-3.114330935548079,-3.114330935548079,-3.114330935548079,-3.114330935548079,0.0,0.0,0.0,1.2151445923082518
3,2005-09-30 23:59:59.999999999,6.774682005826037,-15.757588104089338,21.78587297002182,6.774682005826037,6.774682005826037,-2.967115726115753,-2.967115726115753,-2.967115726115753,-2.967115726115753,-2.967115726115753,-2.967115726115753,0.0,0.0,0.0,3.807566279710284
4,2006-06-30 23:59:59.999999999,7.687871292724734,-20.247753362017146,15.625956830933237,7.687871292724734,7.687871292724734,-9.37178980663361,-9.37178980663361,-9.37178980663361,-9.37178980663361,-9.37178980663361,-9.37178980663361,0.0,0.0,0.0,-1.6839185139088757
5,2007-06-30 23:59:59.999999999,8.908802023783418,-19.652025065790156,17.870274322162206,8.908802023783418,8.908802023783418,-9.370703247231628,-9.370703247231628,-9.370703247231628,-9.370703247231628,-9.370703247231628,-9.370703247231628,0.0,0.0,0.0,-0.4619012234482103
6,2008-06-30 23:59:59.999999999,10.133077770543634,-19.083954694852846,18.448837021867753,10.133077770543634,10.133077770543634,-9.551166133484685,-9.551166133484685,-9.551166133484685,-9.551166133484685,-9.551166133484685,-9.551166133484685,0.0,0.0,0.0,0.5819116370589494
7,2009-06-30 23:59:59.999999999,11.354008501200767,-16.895631731528027,20.795557124005157,11.354008501200767,11.354008501200767,-9.432413906433393,-9.432413906433393,-9.432413906433393,-9.432413906433393,-9.432413906433393,-9.432413906433393,0.0,0.0,0.0,1.9215945947673738
8,2010-06-30 23:59:59.999999999,12.574939232067642,-15.008871806953179,22.578779505362895,12.574939232067642,12.574939232067642,-9.371789806641207,-9.371789806641207,-9.371789806641207,-9.371789806641207,-9.371789806641207,-9.371789806641207,0.0,0.0,0.0,3.203149425426435
9,2011-06-30 23:59:59.999999999,13.795869963450805,-15.067856824662027,22.18781600116099,13.795869963450805,13.795869963450805,-9.37070324722275,-9.37070324722275,-9.37070324722275,-9.37070324722275,-9.37070324722275,-9.37070324722275,0.0,0.0,0.0,4.4251667162280555
10,2012-06-30 23:59:59.999999999,15.020145710941987,-13.328832742234148,24.194720012534546,15.020145710941987,15.020145710941987,-9.551166133489787,-9.551166133489787,-9.551166133489787,-9.551166133489787,-9.551166133489787,-9.551166133489787,0.0,0.0,0.0,5.468979577452201
11,2013-06-30 23:59:59.999999999,16.241076443458816,-10.936535803326374,27.296539946198976,16.241076443458816,16.241076443458816,-9.432413906449101,-9.432413906449101,-9.432413906449101,-9.432413906449101,-9.432413906449101,-9.432413906449101,0.0,0.0,0.0,6.808662537009715
12,2013-09-30 23:59:59.999999999,16.5488178885332,-6.512154370242543,31.557878958651198,16.5488178885332,16.5488178885332,-2.9671157261146575,-2.9671157261146575,-2.9671157261146575,-2.9671157261146575,-2.9671157261146575,-2.9671157261146575,0.0,0.0,0.0,13.581702162418543
13,2014-06-30 23:59:59.999999999,17.46200717633133,-10.521254167484535,26.447577069237816,17.46200717633133,17.46200717633133,-9.371789806643426,-9.371789806643426,-9.371789806643426,-9.371789806643426,-9.371789806643426,-9.371789806643426,0.0,0.0,0.0,8.090217369687904
14,2014-12-31 23:59:59.999999999,18.077490066233352,4.164347445020749,40.34463322780254,18.077490066233352,18.077490066233352,4.792215621233485,4.792215621233485,4.792215621233485,4.792215621233485,4.792215621233485,4.792215621233485,0.0,0.0,0.0,22.869705687466837
15,2015-06-30 23:59:59.999999999,18.682937909426954,-10.715307972615111,27.99499207313788,18.682937909426954,18.682937909426954,-9.370703247222593,-9.370703247222593,-9.370703247222593,-9.370703247222593,-9.370703247222593,-9.370703247222593,0.0,0.0,0.0,9.31223466220436
16,2015-12-31 23:59:59.999999999,19.298420799747024,6.3144292409097735,44.237438565267304,19.298420799747024,19.298420799747024,6.173013305965642,6.173013305965642,6.173013305965642,6.173013305965642,6.173013305965642,6.173013305965642,0.0,0.0,0.0,25.471434105712667
17,2016-06-30 23:59:59.999999999,19.907213658916962,-8.74414782994441,28.443443687392126,19.907213658916962,19.907213658916962,-9.551166133510634,-9.551166133510634,-9.551166133510634,-9.551166133510634,-9.551166133510634,-9.551166133510634,0.0,0.0,0.0,10.356047525406328
18,2017-06-30 23:59:59.999999999,21.128164235517463,-7.599501443220983,30.78406386015184,21.128164235517463,21.128164235517463,-9.432413906435281,-9.432413906435281,-9.432413906435281,-9.432413906435281,-9.432413906435281,-9.432413906435281,0.0,0.0,0.0,11.695750329082182
