,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2004-03-31 23:59:59.999999999,8.71185189,-9.757410388090822,10.598231919206233,8.71185189,8.71185189,-8.109934918644301,-8.109934918644301,-8.109934918644301,-8.109934918644301,-8.109934918644301,-8.109934918644301,0.0,0.0,0.0,0.6019169713556991
1,2004-12-31 23:59:59.999999999,9.704676925113969,-9.880561341240996,9.748395801269597,9.704676925113969,9.704676925113969,-9.660425837877428,-9.660425837877428,-9.660425837877428,-9.660425837877428,-9.660425837877428,-9.660425837877428,0.0,0.0,0.0,0.0442510872365407
2,2005-12-31 23:59:59.999999999,11.02242651681459,-8.324281971558591,11.302307690493286,11.02242651681459,11.02242651681459,-9.768782530636205,-9.768782530636205,-9.768782530636205,-9.768782530636205,-9.768782530636205,-9.768782530636205,0.0,0.0,0.0,1.2536439861783855
3,2006-06-30 23:59:59.999999999,11.675885903443993,-7.81874273671396,11.990779043404455,11.675885903443993,11.675885903443993,-9.82424377314995,-9.82424377314995,-9.82424377314995,-9.82424377314995,-9.82424377314995,-9.82424377314995,0.0,0.0,0.0,1.8516421302940422
4,2007-06-30 23:59:59.999999999,12.993635495152812,-4.326308298341592,15.52388770455131,12.993635495152812,12.993635495152812,-7.469561984167745,-7.469561984167745,-7.469561984167745,-7.469561984167745,-7.469561984167745,-7.469561984167745,0.0,0.0,0.0,5.524073510985067
5,2008-12-31 23:59:59.999999999,14.97928556522471,-4.72157198272854,15.267255013016321,14.97928556522471,14.97928556522471,-9.660425837862626,-9.660425837862626,-9.660425837862626,-9.660425837862626,-9.660425837862626,-9.660425837862626,0.0,0.0,0.0,5.318859727362085
6,2009-12-31 23:59:59.999999999,16.297035157404004,-3.5875867723962025,17.236066482048813,16.297035157404004,16.297035157404004,-9.768782530638752,-9.768782530638752,-9.768782530638752,-9.768782530638752,-9.768782530638752,-9.768782530638752,0.0,0.0,0.0,6.528252626765251
7,2010-03-31 23:59:59.999999999,16.62195971442496,-3.276076786388994,17.10220051127938,16.62195971442496,16.62195971442496,-10.002370495209883,-10.002370495209883,-10.002370495209883,-10.002370495209883,-10.002370495209883,-10.002370495209883,0.0,0.0,0.0,6.619589219215078
8,2011-06-30 23:59:59.999999999,18.268244136664475,1.7520629170566135,21.11530948804436,18.268244136664475,18.268244136664475,-7.469561984182939,-7.469561984182939,-7.469561984182939,-7.469561984182939,-7.469561984182939,-7.469561984182939,0.0,0.0,0.0,10.798682152481536
9,2012-06-30 23:59:59.999999999,19.589604001859804,-5.343987546547279,14.726838935802833,19.589604001859804,19.589604001859804,-14.690695176694835,-14.690695176694835,-14.690695176694835,-14.690695176694835,-14.690695176694835,-14.690695176694835,0.0,0.0,0.0,4.89890882516497
