,Объяв. див.,Закр. реестра,Дивиденд
0,"Mar 17, 2024","Nov 05, 2024",40.44
1,"Mar 17, 2023","Nov 05, 2023",25.0
2,"Mar 19, 2021","Dec 05, 2021",18.7
3,"Mar 18, 2020","May 10, 2020",18.7
4,"Apr 16, 2019","Jun 13, 2019",16.0
5,"Apr 18, 2018","Jun 26, 2018",12.0
6,"Apr 20, 2017","Jun 14, 2017",6.0
7,"Dec 04, 2016","Jun 14, 2016",1.97
8,"Apr 17, 2015","Jun 15, 2015",0.45
9,"Nov 04, 2014","Jun 17, 2014",3.2
